ID,Name,Closed Permanently,Closed for COVID,Covid Notes,Category,Parent Organization,Description,Address,Address2ndLine,City,State,Zip,Latitude,Longitude,Neighborhood,Email,Phone,Hours,Website,Facebook,Pinterest,Twitter,LinkedIn,Instagram,Eligibility Requirements,Languages,Food Types,Non-food Items,Services,Public Notes,Admin Contact,Admin Phone,Admin Email,Donation Contact,Donation Phone,Donation Email,Donation Pickup,Accepts Frozen,Accepts Refrigerated,Accepts Perishable,Donation Schedule,Donation Delivery Instructions,Donation Notes,Verification Status
4885,Hollywood Harvest,,,,"Meal Program, Other",Hollywood Food Coalition and Hollywood Chamber of Commerce Community Foundation,"This is a food delivery program for seniors in Hollywood. In December 2020, we will again provide neighborhood food delivery for seniors. Hollywood Harvest is now part of the Hollywood Chamber of Commerce Community Foundation and has acquired a physical location at 1230 Vine Street. We have partnered with the Hollywood Food Coalition, which intakes donated food and goods that it both serves to our homeless neighbors and redistributes to other organizations. ",1230 Vine Street,,Hollywood,CA,90028,34.099218,-118.327098,,info@hofoco.org,(323) 462-2032,[],,,,https://twitter.com/hollywoodharvst,,https://www.instagram.com/hollywoodharvest/,,English,Food Delivery service.,Any financial contribution is appreciated,,Food delivery service in partnership with Hollywood Chamber of Commerce Community Foundation and the Hollywood Food Coalition.,,,,Rotary LA Cedars,,https://www.paypal.com/donate?token=1LFtjvv_qZS_CCfXRzZvcv8gMJUG066FT5S4HZ2RugcFJsU9LC1PG7cNzIr5q9QrB5XTT9jU83hqyb7H,,,,,24/7 though paypal,,,4
4185,Safe Passage Healing - Women Crowned in Glory,,,,"Care Center, Other",,Safe Passage Healing is a non-profit organization that provides counseling and services to victims of domestic abuse.,2300 Griffith Avenue,,Los Angeles,CA,90011,34.02205729,-118.2558542,SOUTH CENTRAL NC,Desk@SafePassageHeals.org,(818) 232-7476,[],https://safepassageheals.org/,https://www.facebook.com/SafePassageHeals,,https://twitter.com/SafePassageNow,,https://www.instagram.com/safepassageheals/?hl=en,Please contact Safe Passage Healing directly: https://safepassageheals.org/contact/,English,,,"Weekly counseling, health assessment, nutrition classes, physical and dental check-up, reconstructive facial surgery and other assessed per client, housing assistance, organizational skills and goal setting, computer training, job search assistance, resume writing, financial workshop, interviewing skills, self-defense classes, empowerment training, children's counseling, children's mentorship, children's school supplies and clothing, and children's self-defense classes. ","Stepping Stones to a New Life is our program designed to equip women and their children that have experienced domestic violence to be productive members of society, willing to give back and help other women and their children who are in the same situation. With their new confidence and the support of the Safe Passage Team of Specialists, they will be able to move forward with a new successful life. The team brings their talents and expertise to transform the women’s self-esteem by giving them the tools needed to overcome the scars of domestic violence and mental abuse. Each person will learn to let go of the past and to embrace the program so that the cycle of domestic violence can be broken. All women accepted to the program who need free boarding/living from any serious relationships may be fully established.

",,,,,,,,,,,,,,4
5188,Wilmington Senior Citizen Center (Wilmington Senior Center),,,,Meal Program,"Wilmington Jaycee's Foundation, Inc.","The Wilmington Jaycees Foundation, Inc. is a non-profit organization located at 1371 Eubank Avenue, Wilmington, California, organized to promote community pride and support for our Senior Citizens and Youth in the South Bay area of the City of Los Angeles.",1371 Eubank Ave.,,Wilmington,CA,90744,33.79151943,-118.2563056,,info@wilmingtonseniorcenter.org,(310) 518-4533,[],http://wilmingtonjayceesfoundation.yolasite.com/,https://m.facebook.com/pages/category/Nonprofit-Organization/Wilmington-Senior-Center-152059488251096/,,,,,"-Picture ID
-Must be resident of Clinton County
-Proof of income for the entire household
-Proof of address (something that has been mailed to you within the last 30 days that has your name and address on it, ie. current bill.)",English,,,,,Gary Kern,(310) 518-4533,,,,,,,,,,,,4
4517,Antelope Valley Boys & Girls Club - Cimarron,1,,,"Other, Unknown",,,45404 Division St,,Palmdale,CA,93552,34.036,-118.677,,,,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4708,EngAGE - Glendale,,,,Unknown,,"EngAGE is a nonprofit that takes a whole-person approach to community and creative, healthy aging by providing arts, wellness, lifelong learning, community building and intergenerational programs to thousands of seniors and families living in affordable senior and multi-generational apartment communities in California, Oregon, and Minnesota. 
Programs are provided onsite at each of our apartment communities, and are open to all residents there at no charge. This reduces the primary barriers to engagement – cost and transportation – and maximizes our impact. When space is available, residents in other EngAGE communities are invited to participate. In some of our communities, we also invite the public to attend special events such as art show openings and concerts.
",121 N. Kenwood,,Glendale,CA,91206,34.036,-118.677,,,509-380-8529,[],,,,https://twitter.com/engagedaging,,,,English,,,,,,,,,,,,,,,,,,2
4414,LA Mission,,,,"Food Pantry, Shelter",,"We are a Mission/Shelter, and we provide Food, Clothing, Shelter",303 East 5th Street,,Los Angeles,CA,90013,34.04508198,-118.245176,SUN VALLEY AREA NC,RSutton@lamission.net,(213) 629-1227,[],https://losangelesmission.org/coronavirus/,,,,,,,English,,,,,,,,,,,,,,,,,,4
4991,Salida del Sol Long Beach Adult Day Health Care Center (ADHC),,,,"Meal Program, Care Center",,"Salida Del Sol Adult Day Health Care (ADHC) is a Community Based Adult Services (CBAS) licensed program. It offers a comprehensive array of health and other supportive services to older adults and/or adult with chronic health condition. FREE for MEDI-CAL and HMO Recipients!
Their Goal is to delay and prevent institutionalization or other more expensive care setting by improving and preserving each individual's physical, mental and emotional well-being.
As each individual's need varies, our services are provided on an individualized basis. These include:
- Nursing Supervision and Assistance;
- Restorative Therapies Including: Physical Therapies, Occupational Therapy, Speech Therapy;
- Nutritional Counseling;
- Psychological Counseling;
- Social Services;
- Recreational and Therapeutic Activities;
- Hot and Nutritious Meals: Breakfast, Lunch and Afternoon Snack;
- Door-to-door Transportation",5350 Atlantic Blvd,,Long Beach,CA,90805,33.85332399,-118.184613,,salidadelsoladhc@hotmail.com,(562) 269-4355,[],,https://www.facebook.com/pages/category/Day-Care/Salida-Del-Sol-Adult-Day-Health-Care-Center-931810726950188/,,,,,,English,,,"Day Care, Medical Service ",,,,,,,,,,,,,,,4
5080,Sowing Seeds for Life,,,"Sowing Seeds for Life is partnering with Fairplex (located at 1101 W Mckinley Ave, Pomona, CA 91768) to create a DRIVE-THRU pantry at their Gate 17 entrance. Please visiting food pantry hours on the Sowing Seeds for Life main website. All clients must stay in their car when picking up food resources. ","Food Pantry, Food Bank",Feeding America,"Sowing Seeds for Life is a non-profit organization whose mission is to provide food for the hungry, respond to emergencies for those in need, and to eliminate hunger in the communities in which we serve. ",1350 E Arrow Hwy,,La Verne,CA,91750,34.10066591,-117.7862461,,donations@sowingseedsforlife.org,(909) 293-7735,[],https://sowingseedsforlife.org/,https://www.facebook.com/sowingseedsforlife/about/,,,,,Must be an LA County resident. Drive through only. Participants must stay in their vehicle and must empty their trunk for volunteers to load food in their car.,English,,,,,,,,,1.909.293.SSFL,donations@sowingseedsforlife.org,,,,,,,Accept cash donations through their website,4
4059,Lutheran Social Services of Southern California (Lutheran Social Services),,,,Food Pantry,Lutheran Services in America (LSA),"Thee Orange County location of Lutheran Social Services of Southern California provides a wide range of community services, including food distribution.",12432 9th Street,,Garden Grove,CA,92840,33.78180224,-117.932264,,ocinfo@LSSSC.org,(714) 534-6450,[],https://www.lsssc.org/location/orange-county/,https://www.facebook.com/LSSSouthernCalifornia,,,,,,English,,,"Hygiene Kits, Clothing Closet, Housing Referrals, Motel/Rental Assistance Vouchers, Transportation Assistance, Eviction Prevention, Utility Assistance",,,,,,,,,,,,,,,4
4135,Guadalupe Homeless Project - Men's Shelter,,,"During this time, it has created the COVID-19 Solidarity Fund to donate to.","Meal Program, Care Center, Other, Shelter",Proyecto Pastoral,"The website description reads as this: ""Guadalupe Homeless Project (GHP) provides breakfast, dinner and nightly shelter to 45 men and 15 senior-aged women. The men’s shelter is located at Dolores Mission Church and has been operating since 1988. The women’s shelter opened in 2015 to respond to the crisis in increase of women facing homelessness. Currently, 36% of program residents who exit the program transition into permanent housing.  An average of 1,250 volunteers assisted the shelter within the last year by sponsoring and serving meals or coordinating workshops. GHP also manages Proyecto Pastoral’s Distribution Center, which provides low-cost, gently-used clothing to local residents and free clothing to our shelter residents."" Proyecto Pastoral's mission statement as a whole is to ""empower the community of Boyle Heights through grassroots projects in education, service & leadership.""",171 S. Gless St.,,Los Angeles,CA,90033,34.04568728,-118.2231165,BOYLE HEIGHTS NC,vmesa@proyectopasporal.org,323-881-0032,[],https://www.proyectopastoral.org,,,,,@proyectopastoral,"While many other programs are open to children and service workers, the Homeless Project specifically works to aid 45 men and 15 senior-aged women.
A person can only obtain this food if they are living in the shelter. ","English, Spanish ",,,The Guadalupe Homeless Project works to provide meals throughout the day to the 45 men and 15 senior-aged women seeking nightly shelter.,"If seeking childcare and education, Proyecto Pastoral has other programs that can provide those services.",,,,,,,,,,,,,,3
5321,St. Vincent de Paul Society - Santa Rosa - Food Pantry,,,,Food Pantry,Holy Spirit Catholic Church,,1244 Saint Francis Road,,Santa Rosa,CA,95403,38.46549601,-122.645656,,holy-spirit@sbcglobal.net,(707) 539-4495,[],http://www.holyspirit-sr.org/,,,,,,,English,,,,,,,,,,,,,,,,,,4
3069,La Mirada Church of the Nazarene,,,Services via Facebook Live and Zoom,Food Pantry,N/A,,15575 Foster Rd,,La Mirada,CA,90638,33.91032701,-117.999342,,,(562) 943-5616,[],https://lamiradanazarene.org/,https://m.facebook.com/La-Mirada-Church-of-the-Nazarene-251116378259435/?ref=br_tf&epa=SEARCH_BOX,,,,,,English,,,"Ministry, support groups",,,,,,,,,,,,,,,3
4138,St. Lucy Catholic Church,,,,Food Pantry,,Catholic church,2301 Santa Fe,Joseph Hall,Long Beach,CA,90810,33.79973102,-118.216272,,lucy2344@gmail.com,(562) 424-9051,[],https://stlucyparish.org/,https://www.facebook.com/stlucychurch,,,,,,"English, Spanish",,,,"Pick up is at Joseph Hall, 2301 Santa Fe.  Either in parking lot or inside church.",Melody Saberan,(818) 213-5608,melodysaberan1@gmail.com,,,,,,,,,,,3
3026,Jesus Christ the Redeemer Center,,,,Food Pantry,,,755 E. 223rd Street,,Carson,CA,90745,33.82433953,-118.261971,,,(661) 220-9348,[],,https://www.facebook.com/Jesus-Christ-the-Redeemer-Center-Food-Program-779298499091061/,,,,,None,English,,,,"JCRC food pantry is drive-through only and is operated on a first-come, first-serve basis.",,,,,,,,,,,,,,2
4509,Antelope Valley Boys & Girls Club - Lancaster,,,"Effective Monday, March 23, 2020, Under the advisement of our Local Health Authorities, we have decided to close the Club until local schools reopen. 
",Unknown,Boys & Girls Club,"Club programs and services promote and enhance the development of boys and girls by instilling a sense of competence, usefulness, belonging and influence.
Boys & Girls Clubs are a safe place to learn and grow – all while having fun. It is the place where great futures are started each and every day. ",45404 N. Division St,,Lancaster,CA,93535,34.70817923,-118.1303755,,kids@avbgc.org,661-267-2582,[],https://www.avbgc.org,https://facebook.com/avboysandgirlsclub,,https://twitter.com/avbgc,,https://www.instagram.com/avbgc/,,English,,,"Education & Career, Health & Life skills, Sports/Fitness & Recreation, Internship programs",,,,,,(661)267-2582,,,,,,,,Donation details can be found here: https://www.avbgc.org/wishlist,2
4212,Orange Coast College Foundation - Pirates' Cove,,,"Pirates' Cove is temporarily closed due to COVID-19 but is still serving to students. They are offering a drive-thru food distribution in collaboration with Second Harvest Food Bank each Thursday at 9:30 am beginning Thursday, August 13, 2020.",Food Pantry,,"The mission of the Orange Coast College Foundation is to support the college by encouraging gifts of time, treasure and talent from alumni, campus & community members.",2701 Fairview Road,,Costa Mesa,CA,92626,33.670477,-117.90797,,piratescove@occ.cccd.edu,(714) 432-6892,[],http://www.orangecoastcollege.edu/student_services/student-equity/occ-cares/Pages/pirates-cove.aspx,,,,,,"Only serving students
You must sign up for each date separately if you intend to participate
Student or state-issued ID will be required at pick up",English,,,,"OCC's Lot G (on the corner of Fairview and Monitor Way.) Entrance is on Monitor Way--look for the tents
Reliant on external deliveries, so there may be delay in distribution
If not picked up by specified time food may be distributed to others
Must receive confirmation email",Doug Bennett,(714) 432-5126​,occfoundation@occ.cccd.edu,,,,,,,,,,,2
2863,Ascension's Food Pantry,,,,Food Pantry,,Ascension Catholic Church,517 W. 112th Street,,Los Angeles,CA,90044,33.93298099,-118.283582,HARBOR GATEWAY NORTH NC,ascensionchurch5@gmail.com,(323) 754-2978,[],http://www.ascensionla.org/,@ascensionchurchla,,,,,,"English
Spanish",,,,,,,,,,,,,,,,,LARFB,2
5278,Friends in Sonoma Helping (F.I.S.H.),,,,Food Pantry,,,18330 Sonoma Highway,,Sonoma,California,95476,38.31190819,-122.4805564,,,(707) 996-0111,[],,,,,,,Please call during the hours of 9 AM - 12 PM to make an appointment for pick up. Pick up is each day at 1:30 PM.,English,,,,,,,,,,,,,,,,,,4
3081,Pentecostal Church of God / Iglesia de Dios Pentecostal,1,,,"Food Pantry, Other",,"The Pentecostal Church of God is a Trinitarian Pentecostal Christian denomination headquartered in Bedford, Texas, United States. As of 2010, there were 620,000 members, 6,750 clergy in 4,825 churches worldwide",2829 1/4 Fletcher Drive,,Los Angeles,CA,90039,34.11218923,-118.2492848,ATWATER VILLAGE NC,edwinrlopez07@yahoo.com,(323) 842-7888,[],,,,,,,,Spanish,,,,,Edwin Rudy López.,(323) 842-7888,edwinrlopez07@yahoo.com,Edwin Rudy López. Reverendo,(323) 842-7888,edwinrlopez07@yahoo.com,,,,,,,No longer Receiving Donations,3
4950,Paramount Community Center,,,,"Meal Program, Other",,,14400 Paramount Blvd.,,Paramount,CA,90723,33.9026948,-118.1599905,,,(562) 220-2090,[],http://www.paramountcity.com/Home/Components/FacilityDirectory/FacilityDirectory/4/97,https://www.facebook.com/CityofParamount/,,http://www.paramountcity.com/?splash=https%3a%2f%2ftwitter.com%2fparamount_posts&____isexternal=true,,https://www.instagram.com/paramount_posts/,Senior citizens in the paramount community,English,,,"Senior services, nutrition program","Stop by any morning Monday-Friday (closed on weekends), lunch is served at 12 pm for a $2.25 donation.
For more information call (562) 220-2090. ",,,,,,,,,,,,,,4
4762,Garvey Avenue Community Center,,,there is a grab and go service through the city of Rosemead for seniors,"Care Center, Other",City of Rosemead,,9108 Garvey Ave,,Rosemead,CA,91770,34.036,-118.677,,,(626) 569-2212,[],http://www.cityofrosemead.org/government/city_departments/parks_recreation/senior_programs,,,,,,,English,,,,,,,,,,,,,,,,,,4
2990,Christ The Good Shepherd Coptic Orthodox Church,,,,Food Bank,,"We serve homeless and at-risk men, women, and children and over 300 low-income families in our local community.",1535 Gundry Avenue,,Long Beach,CA,90813,33.7868718,-118.174419,,goodshepherdlb@gmail.com,(562) 674-0288,[],http://meetchrist.org/volunteer/,https://www.facebook.com/meetchristlb/,,,,,COVID Update: Masks are required in order to pick up food resources.,English,drinks/water bottles,utensils,,Everyone is welcome.,Alina,(562) 674-0288,goodshepherdlb@gmail.com,Alina,(562) 674-0288,goodshepherdlb@gmail.com,,,,,,,"At this time, they are asking for only monetary donations to run our operation.",1
4072,New Beginning Community Ministries Food Bank (formerly Cory’s Kitchen),,,Drive-through service. All workers will be wearing gloves and masks. Please check-in in the lobby. They are working on delivery options (please contact their office for more information on delivery services).,Food Pantry,Shepherds Pantry,,13020 Francisquito Ave.,Unit 10,Baldwin Park,CA,91706,34.0788484,-117.9888951,,info@nbcministry.com,(626) 671-0090,[],https://www.nbcministry.com,facebook.com/NewBeginningCommunityMinistry,,,,instagram.com/newbeginningcommunityministry/,"Providing services to anyone living in Los Angeles County. Bring proof of residence (e.g., a phone bill, driver’s license) on your first visit. ",English,"Canned and boxed food, fresh fruits, dairy/deli, frozen meat, and bakery items. ",Baby diapers and baby food available based on supply.,Prayer Support offered for all clients when they come for food. This is offered on an individual private basis and optional for the client.,,,,,Angel Hernandez,(626) 671-0090,,1,1,1,1,Must stop by Fridays to speak with Angel Hernandez on site.,Only pick up from stores and large donations. only take refrigerated/frozen food if it comes in a refrigerated truck,Call ahead for additional info.,4
4714,Erasto R. Batongmalaque Foundation,,,,"Food Pantry, Food Bank, Other",Los Angeles Regional Food Bank,,23247 S. Main Street,,Carson,CA,90745,33.81436419,-118.2757193,,,(310) 835-8365,[],https://www.erbfoundation.com/,https://www.facebook.com/erasto.batongmalaque,,,,,"Monday food bank eligibility: Citizens (60+), Tuesday food pantry eligibility: Veterans","English, Tagalog ",Food varies week to week depending on donations,,Diabetes classes,"Food bank location every 2nd Monday of the month: Carson Civic Center (801 E Carson St, Carson, CA 90745)
Mobile food pantry every 3rd Tuesday of the month: Bob Hope Patriotic Hall (1816 S. Figueroa St. Los Angeles, CA 90015)",,,,,,,,,,,,,,4
3083,Iglesia Crece Pico Rivera,,,The food pantry program is paused temporarily. It may be opened to the public again in a month or so.,Food Pantry,,,8109 Greenleaf Ave,,Whittier,CA,90602,33.96674978,-118.0377549,,info@crecepicorivera.org,(562) 895-4587,[],,https://www.facebook.com/pages/category/Local-Business/CRECE-Pico-Rivera-103603656344236/,,,,,,"English, Spanish",,,,,,,,Raul Serrano,,,,,,,,,,4
4971,Rav Tov - Committee to Aid New Immigrants (aka Hayim Tovin Adult Day Care),1,,,Unknown,,adult day care,1061 S. Fairfax,,Los Angeles,CA,90036,34.036,-118.677,,,(323) 937-5646,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4398,Giving Children Hope,,,,Meal Program,N/A,"We've Got Your Back Program: WGYB is a weekend nutrition program created by Giving Children Hope to feed homeless children in Orange & Los Angeles counties. Students enrolled in the program have been identified as homeless through the school districts under the McKinney-Vento Homeless Assistance Act. For the last ten years, this program has provided food and nutrition education for children and families in need. Each child in the program receives enough food for three to four family members throughout the weekend. Because these students do not have access to the free and reduced breakfast and lunch programs over the weekend, this sustainable food source ensures that they always receive the nutrition they need. Due to the stigma attached to homelessness, the program is presented as a Weekend Nutrition Club where students can learn about proper nutrition. Not open to the public, must be enrolled through school.

Basic Needs Program- Giving for Living is Giving Children Hope’s donation redistribution center. Products are donated by generous corporations and in turn are redistributed to qualified nonprofit agencies and schools serving those in need. Nonprofits apply for membership and these memberships are reviewed for renewal annually. Not open to the public, only nonprofits that have applied.",8332 Commonwealth Avenue,,Buena Park,CA,90621,33.86983827,-117.9875553,,csanchez@gchope.org,(714) 523-4454,[],http://givingchildrenhope.org/,https://www.facebook.com/GCHope,,GCHope,https://www.linkedin.com/company/giving-children-hope,givingchildrenhope,Students enrolled in the program have been identified as homeless through the school districts. NOT OPEN TO THE PUBLIC- must be enrolled through school.,English,,,,Not open to public,Christine Sanchez,,csanchez@gchope.org,,,,,,,,,,,3
4588,Casa Maravilla,1,,,Unknown,,,4848 Colonia de las Rosas,,Los Angeles,CA,90022,34.036,-118.677,,,323-263-9858,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5447,Middletown Lion's Club,,,,Food Pantry,,,15399 Central Park Rd,,Middletown,CA,95461,38.74525401,-122.623927,,middletownlionsclub@gmail.com,(707) 987-2862,[],https://getfood.refb.org/sites/middletown-lions-club,,,,,,,English,,,,"SITE MOVED TO TWIN PINE CASINO

		
			
",,,,,,,,,,,,,,2
4943,OC Food Bank (Community Action Partnership of Orange County),,,,Food Bank,Community Action Partnership of Orange County,,11870 Monarch Street,,GARDEN GROVE,CA,92841,33.790056,-118.004985,,info@capoc.org,(714) 897-6670,[],https://www.capoc.org/oc-food-bank/,https://www.facebook.com/OCFoodBank,,https://twitter.com/capOrangeCounty,,https://www.instagram.com/cap_oc/,"Free Food for Senior Citizens Program - 60 years and older, max income of $1,383/month for a household of 1 senior, $1,868/month for a household of 2 seniors, $2,353/month for a household of 3 seniors, must bring photo ID ",English,Nutrient-rich foods - Each person is given a variety of goods based on their needs.,,"Aside from being a food bank, the organization also has a Calfresh outreach program which helps individuals apply for food stamps. ",,,,,Kristin Kvesic,714-897-6670 ext. 3604,kkvesic@capoc.org,,,,,MONDAY – FRIDAY 8:00am – 3:00pm,"CAP OC Food Bank: 11870 Monarch St., Garden Grove, CA 92841","If you are a restaurant or caterer and have prepared food to donate, connect with our partners at wastenotoc.org",4
2969,Fuller Theological Seminary,,,,Food Pantry,,,135 N. Oakland Avenue,,Pasadena,CA,91182,34.14829172,-118.1399387,,student@Fuller.edu,(626)584-5433,[],,,,,,,,English,,,,,,,,,,,,,,,,,,3
5279,Congregation Shir Shalom Sonoma (Jewish Concierge of Shir Shalom),,,open,Other,,online religious source,252 W Spain Street,n/a,Sonoma,CA,95476,38.29500202,-122.461916,,info@shir-shalom.org,7079353636,[],http://www.shir-shalom.org/,Congregation Shir Shalom - Sonoma,,@ShirShalomCongr,,,,English,,,,,,,,,707-996-3355,info@shir-shalom.org,,,,,,,,2
5325,F.I.S.H. of Santa Rosa - Food Pantry,,,,Food Pantry,,,1710 Sebastopol Road,,Santa Rosa,CA,95407,38.427148,-122.738452,,,(707) 527-5151,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
3108,Salvation Army - Santa Clarita Valley Corps,,,"They normally have a client choice model (i.e., people can choose for themselves what products they receive). However, currently, they just give out food boxes, and no clients are allowed to enter.",Food Pantry,Salvation Army,"In providing its programs and services, The Salvation Army is committed to accommodating all those in need without unlawful discrimination or harassment based on age, race, color, religion, sex, national origin, marital status, disability, citizenship, sexual orientation, gender identity, gender expression, or any other characteristic in accordance with our capacity to help.",22935 Lyons Avenue,,Santa Clarita,CA,91321,34.38024656,-118.5343426,,laura.bloom@usw.salvationarm.org,(661) 210-1037,[],https://santaclarita.salvationarmy.org/santa_clarita_valley_corps/cure-hunger/,https://www.facebook.com/tsascv/,https://www.pinterest.com/salvationarmyus/_saved/,https://twitter.com/SalvationArmyUS,,https://www.instagram.com/salvationarmyus/,They check income eligibility based upon the Federal poverty guidelines.,"English, Spanish",Fresh produce and canned goods,"Clothing, hygiene items","Spiritual counseling, sign people up for utility assistance.",Closed on Saturdays,Evangelina Vizcarra & Laura Bloom,Laura Bloom - 661-210-1037,Evangelinza.Vizcarra@usw.salvationarmy.org & Laura.Bloom@usw.salvationarmy.org,Evangelina Vizcarra & Laura Bloom,Laura Bloom - 661-210-1037,Evangelinza.Vizcarra@usw.salvationarmy.org & Laura.Bloom@usw.salvationarmy.org,1,1,1,1,"Receive donations Monday, Thursdays and Fridays, but arrangements can be made for other days if necessary",,Volunteers may not be able to pick up food during this pandemics.,2
4294,Spirit & Truth M.B.C,,,"Also planning 1st, 3rd Wed feeding, but COVID situation-limited, in process of planning",Food Pantry,,"Mission Outreach Feeding, 4th Friday................11 A.M. - 1 P.M.
3rd Friday as well, 1-3 pm (planned)
",44722 Yucca Avenue,,Lancaster,CA,93534,34.69581551,-118.1342482,,spirit_truth@verizon.net,661-726-7419,[],https://spiritandtruthmbc.vzwebsites.com/index.html,https://www.facebook.com/SpiritAndTruthMBC,,,,,none,English,,"non-""emergency"" kits during COVID, including hygiene ",Church Service,,Pastor AB Duncan Sr,(661) 726-7419,,Pastor AB Duncan Sr,,spirit_truth@verizon.net,1,,,,,just straight to the church,cashApp $satmbc,3
4681,East LA Community Corporation,,,"To protect the health of our staff and members, most ELACC employees are currently working remotely. However, we remain committed to providing support to our community throughout the COVID-19 crisis. Staff with responsibilities that must be carried out in the office, and whose work is necessary to keep our organization and affordable housing sites operating, are practicing social distancing and sanitation protocols. We are also providing our asset and wealth building programming virtually, and working hard to implement creative ways to connect and support our tenants and community in these challenging times. ","Food Pantry, Food Bank, Unknown",,"Every third Thursday each month this organization does a large food distribution program. - Our monthly food distribution program, in collaboration with the LA Regional Food Bank, provides 25 lbs. of fresh food for up to 250 people from the community at large. By working together, the Tenant Services Department ensures ELACC tenants and community families are thriving and taking steps to maintain a healthy and sustainable home. Since the inception of the program, we have served over 5,000 Eastside families.    ",611 S. Lorena Street,,Los Angeles,CA,90023,34.030646,-118.199453,,contact@elacc.org,(323) 269-4214,[],https://www.elacc.org/housing/tenant-services/food-pantry/,https://www.facebook.com/ELACCorg/,,@elaccOrg,,,,English,"Canned foods, dry goods, frozen meats, and some produce",,,,Manuel Bernal,(323) 269-4214,contact@elacc.org,,,,,,,,,,,3
2963,Food Net - San Gabriel Valley Center,,,,"Food Pantry, Food Bank",,The Los Angeles Regional Food Bank provides food to low-income seniors (60+).,1441 Santa Anita Avenue,,South El Monte,CA,91733,34.04515398,-118.045541,,,(626) 575-5431,[],,,,,,,"You must call for time schedule and to set up an appointment.
Bring in photo ID, proof of income, and proof of residency.",English,,,Pantry and Diapers. Also providing assistance in applying for Fresh Benefits.,Call (626) 575-5431 on Monday for the schedule for the week (or Friday for the schedule for the following week) for Pantry and Diapers. Also providing assistance in applying for Fresh Benefits.,,,,,,,,,,,,,,3
5209,The Claire & Charles Orr Center The Steve & Rita Emerson PATH Ventures Center (WSFB- P.A.T.H. Shelter),1,,,Shelter,People Assisting The Homeless,"PATH Westside Center, located in West Los Angeles, combines both quality residential living and an on-site employment center into a onestop location. Alongside transitional housing, each client is given a goal-oriented employment “coach,” who helps with their case management plan and prepares them for, as well as helps them retain, permanent employment. ",2346 Cotner Avenue,,Los Angeles,CA,90064,34.03675498,-118.436977,,path@epath.org,310-996-0034,[],http://www.epath.org,https://www.facebook.com/path.LA,,https://twitter.com/pathpartners,,https://www.instagram.com/pathpartners/,,English,,Hygiene items,,"Information sheet that includes information about the PATH Westside Center: https://www.venicenc.org/files/FactSheet-PATH.pdf

Below is information for the greater LA PATH headquarters:
PATH Regional Homeless Center
340 North Madison Avenue
Los Angeles, CA 90004
Tel: (323) 644-2200
Fax: (323) 644-2288
Email: path@epath.org
www.epath.org
www.lahomelessblog.org",,,,,(323) 644-2242,pathvolunteers@epath.org,,,,,,,Hygiene/non-perishable items accepted at 340 N. Madison Ave.,4
2941,Family Mennonite Church,1,,,Food Pantry,,"Belizean/American Congregation and is ""family oriented.""
Mennonites are a Christian faith group that began in the 16th century. Mennonite beliefs and practices vary widely, but following Jesus in daily life is a central value, along with peacemaking. ",6520 S Normandie Avenue,,Los Angeles,CA,90044,33.98028478,-118.3001735,EMPOWERMENT CONGRESS CENTRAL AREA NDC,familymennonitechurch@gmail.com,(323)-750-1744,[],,https://www.facebook.com/Family-Mennonite-Church-120309198058238/,,,,,,English,,,,,,,,,,,,,,,,,,4
5590,Foodbank of Santa Barbara County,,,"TO SIGN UP TO RECEIVE HEALTHY GROCERIES DELIVERED TO YOUR HOME
(for seniors or households facing severe medical situations that prevent you from being able to leave your home)
PLEASE CALL (805) 357-5761
Leave a message and we’ll call you back the following business day.

To find out where you can receive food at no cost,
or for other questions regarding Foodbank services or volunteering, please call 2-1-1","Food Pantry, Food Bank",,,4554 Hollister Avenue,,Santa Barbara,CA,93110,34.4392984,-119.7774636,,jblanton@cecmail.org,(805) 967-5741,[],http://www.foodbanksbc.org,https://www.facebook.com/FoodbankSB,,@FoodbankSBC,,,None,"English, Español, Mixteco",,,Cal Fresh Application Support,,,,,Jesus Lopez,,jlopez@foodbanksbc.org,,1,1,1,,,,4
4913,Mayfair ADHC,,,,Unknown,,"Mayfair Adult Day Healthcare Center (”MAYFAIR”) is a community-based program providing a variety of medical, therapeutic, rehabilitative and recreational programs and services for older adults. MAYFAIR’s goal is to assist older adults with physical, cognitive and/or developmental disabilities, whose ability to function independently is limited. MAYFAIR’s objective is to help prevent premature institutionalization by offering restorative and preventive health and social services as well as stimulating and enjoyable group experience for participants, and respite time for the caregiver.",1627 W. 20th Street,,Los Angeles,CA,90007,34.03823709,-118.2921763,,mayfair_adhc@yahoo.com,323-766-5363,[],http://www.mayfairadhcc.com,,,,,,,English,,,,,,,,,,,,,,,,,,4
4969,Providence Gardens LP,,,,Other,,This is private housing for senior citizens who are low to very low income.,1011 Pine Ave,,Long Beach,CA,90813,33.779429,-118.192817,,,(562) 436-6177,[],,https://m.facebook.com/profile.php?id=742568915854390&__tn__=C-R,,,,,Not open to the public.,English,,,,"This is private housing for senior citizens who are low to very low income. It doesn't seem like they are open to the public, but they are open to receiving food donations based on a facebook post by Food Finders on April 7th and tagged Providence Gardens LP",,,,,,,,,,,,,,4
